1525828921.820997 37.913640 -122.335344 27.880000
1525828921.822068 37.913640 -122.335344 27.880000
1525828921.831996 37.913640 -122.335344 27.880000
1525828921.834218 37.913640 -122.335344 27.880000
1525828921.846628 37.913640 -122.335344 27.880000
1525828921.849383 37.913640 -122.335344 27.880000
1525828921.852207 37.913640 -122.335344 27.880000
1525828921.853443 37.913640 -122.335344 27.880000
1525828921.860730 37.913640 -122.335344 27.880000
1525828921.862045 37.913640 -122.335344 27.880000
1525828921.870943 37.913640 -122.335344 27.880000
1525828921.872142 37.913640 -122.335344 27.880000
1525828921.882092 37.913640 -122.335344 27.880000
1525828921.884419 37.913640 -122.335344 27.880000
1525828921.896657 37.913640 -122.335344 27.880000
1525828921.900471 37.913640 -122.335344 27.880000
1525828921.902197 37.913640 -122.335344 27.880000
1525828921.903455 37.913640 -122.335344 27.880000
1525828921.910854 37.913640 -122.335344 27.880000
1525828921.912106 37.913640 -122.335344 27.880000
1525828921.924906 37.913640 -122.335344 27.880000
1525828921.924972 37.913640 -122.335344 27.880000
1525828921.931701 37.913640 -122.335344 27.880000
1525828921.933978 37.913640 -122.335344 27.880000
1525828921.946755 37.913640 -122.335344 27.880000
1525828921.949612 37.913640 -122.335344 27.880000
1525828921.952333 37.913640 -122.335344 27.880000
1525828921.953455 37.913640 -122.335344 27.880000
1525828921.967753 37.913640 -122.335344 27.880000
1525828921.967790 37.913640 -122.335344 27.880000
1525828921.970864 37.913640 -122.335344 27.880000
1525828921.972226 37.913640 -122.335344 27.880000
1525828921.981760 37.913640 -122.335344 27.880000
1525828921.984105 37.913640 -122.335344 27.880000
1525828921.996507 37.913640 -122.335344 27.880000
1525828921.999052 37.913640 -122.335344 27.880000
1525828922.002143 37.913640 -122.335344 27.880000
1525828922.003457 37.913640 -122.335344 27.870000
1525828922.010777 37.913640 -122.335344 27.870000
1525828922.012085 37.913640 -122.335344 27.870000
1525828922.021098 37.913640 -122.335344 27.870000
1525828922.022084 37.913640 -122.335344 27.880000
1525828922.033136 37.913640 -122.335344 27.880000
1525828922.034141 37.913640 -122.335344 27.880000
1525828922.046676 37.913640 -122.335344 27.880000
1525828922.049387 37.913640 -122.335344 27.880000
1525828922.052227 37.913640 -122.335344 27.880000
1525828922.053474 37.913640 -122.335344 27.870000
1525828922.060732 37.913640 -122.335344 27.870000
1525828922.061945 37.913640 -122.335344 27.880000
1525828922.070854 37.913640 -122.335344 27.880000
1525828922.072135 37.913640 -122.335344 27.880000
1525828922.084720 37.913640 -122.335344 27.880000
1525828922.089908 37.913640 -122.335344 27.880000
1525828922.096679 37.913640 -122.335343 27.880000
1525828922.100565 37.913640 -122.335343 27.880000
1525828922.102409 37.913640 -122.335343 27.880000
1525828922.103480 37.913640 -122.335343 27.880000
1525828922.110910 37.913640 -122.335343 27.880000
1525828922.112032 37.913640 -122.335343 27.880000
1525828922.120779 37.913640 -122.335343 27.880000
1525828922.122048 37.913640 -122.335343 27.880000
1525828922.132102 37.913640 -122.335343 27.880000
1525828922.134071 37.913640 -122.335343 27.880000
1525828922.146805 37.913640 -122.335343 27.880000
1525828922.149975 37.913640 -122.335343 27.870000
1525828922.152258 37.913640 -122.335343 27.870000
1525828922.153586 37.913640 -122.335343 27.880000
1525828922.160844 37.913640 -122.335343 27.880000
1525828922.162059 37.913640 -122.335343 27.870000
1525828922.170846 37.913640 -122.335343 27.870000
1525828922.172212 37.913640 -122.335343 27.870000
1525828922.186018 37.913640 -122.335343 27.870000
1525828922.186027 37.913640 -122.335343 27.870000
1525828922.197026 37.913640 -122.335343 27.870000
1525828922.204201 37.913640 -122.335343 27.870000
1525828922.204209 37.913640 -122.335343 27.870000
1525828922.204238 37.913640 -122.335343 27.880000
1525828922.210824 37.913640 -122.335343 27.880000
1525828922.212003 37.913640 -122.335343 27.870000
1525828922.220876 37.913640 -122.335343 27.870000
1525828922.222116 37.913640 -122.335343 27.870000
1525828922.232461 37.913640 -122.335343 27.870000
1525828922.234224 37.913640 -122.335343 27.870000
1525828922.241579 37.913640 -122.335343 27.870000
1525828922.244050 37.913640 -122.335343 27.870000
1525828922.251646 37.913640 -122.335343 27.870000
1525828922.253334 37.913640 -122.335343 27.880000
1525828922.260812 37.913640 -122.335343 27.880000
1525828922.262001 37.913640 -122.335343 27.870000
1525828922.270841 37.913640 -122.335343 27.870000
1525828922.272069 37.913640 -122.335343 27.870000
1525828922.288080 37.913640 -122.335343 27.870000
1525828922.288116 37.913640 -122.335343 27.870000
1525828922.291560 37.913640 -122.335343 27.870000
